,title,originallink,link,description,pubDate
11,"道, 추석 명절 대비 '축산물위생 특별점검'",http://www.kbmaeil.com/news/articleView.html?idxno=936713,http://www.kbmaeil.com/news/articleView.html?idxno=936713,"또한, 포장육, 햄, 소시지 등 선물용으로 수요가 증가하는 축산물가공품에 대해 수거검사를 실시하며, <b>식중독</b>균 검출 등 부적합 판정 시 유통 중인 제품에 대한 신속한 회수 및 폐기조치 등으로 소비자 보호에 적극 대응할... ","Wed, 17 Aug 2022 20:36:00 +0900"
12,"광주보건환경硏, 추석 성수품 안전성 검사",http://www.kjdaily.com/article.php?aid=1660735167581938002,http://www.kjdaily.com/article.php?aid=1660735167581938002,"주요 검사항목은 ▲약과 등 과자류 및 식용유지류는 산가(기름 부패도) ▲동태전 등 즉석섭취식품은 <b>식중독</b> 원인균 ▲채소·과일류는 잔류농약 340종 ▲수산물은 동물용의약품 67종과 중금속, 방사능 등이다. 검사 결과... ","Wed, 17 Aug 2022 20:32:00 +0900"
13,이쪽저쪽 둘러봐도 '서산6쪽마늘' 최고,https://www.cctoday.co.kr/news/articleView.html?idxno=2166549,https://www.cctoday.co.kr/news/articleView.html?idxno=2166549,"시책을 추진하는 등 각고의 노력을 펼치겠다&quot;고 말했다.한편 서산6쪽마늘은 한국식품연구원 분석결과 알리신 함량이 풍부해 수막염이나 <b>식중독</b>을 일으키는 유해균에 대한 항암, 향균효과가 탁월한 것으로 나타났다.서산","Wed, 17 Aug 2022 20:22:00 +0900"
14,"농협, 추석 명절 기간 ‘농·축산물 수급대책 상황실’ 운영",http://www.fntimes.com/html/view.php?ud=202208172011123843dd55077bc2_18,http://www.fntimes.com/html/view.php?ud=202208172011123843dd55077bc2_18,"아울러 소비자가 안심하고 농·축산물을 구매할 수 있도록 전국 하나로마트를 대상으로 원산지, 유통기한 등 식품안전 특별점검을 실시하고, 추석 성수품을 수거해 <b>식중독</b>균, 중금속 등 안전검사도 집중 시행할 방침이다.... ","Wed, 17 Aug 2022 20:16:00 +0900"
15,"[내일날씨]전국, 구름 많고 일부 지역 소나기",https://www.etoday.co.kr/news/view/2164507,https://www.etoday.co.kr/news/view/2164507,"아침 최저기온은 19∼24도, 낮 최고기온은 27∼31도로 예상됐다. 기상청은 “온열질환 발생 가능성이 있으니 수분과 염분 충분히 섭취하고, <b>식중독</b>에 걸릴 수 있으니 손을 잘 씻고 음식을 주의 깊게 관리”하라고 당부했다.","Wed, 17 Aug 2022 20:10:00 +0900"
16,"[전국 오늘날씨]경북-강원 호우주의보, 오늘~내일 내륙 중심 소나기, 토요일 ...",http://www.economytalk.kr/news/articleView.html?idxno=224950,http://www.economytalk.kr/news/articleView.html?idxno=224950,"침수된 음식이나 재료는 <b>식중독</b>의 위험이 있으므로 사용하지 않는다. 침수된 주택은 가스와 전기차단기가 내려가 있는지 확인하고, 한국가스안전공사(1544-4500)와 한국전기안전공사(1588-7500) 또는 전문가의 안전점검... ","Wed, 17 Aug 2022 19:36:00 +0900"
17,축산물 위생 사고·불법 유통 사전 차단,http://www.hidomin.com/news/articleView.html?idxno=491863,http://www.hidomin.com/news/articleView.html?idxno=491863,"아울러, 포장육, 햄, 소시지 등 선물용으로 수요가 증가하는 축산물가공품에 대해 수거검사를 실시하며, <b>식중독</b>균 검출 등 부적합 판정 시 유통 중인 제품에 대한 신속한 회수 및 폐기조치 등으로 소비자 보호에 적극... ","Wed, 17 Aug 2022 18:56:00 +0900"
18,갑작스러운 폭우로 인한 홍수 피해...‘수해 지역’ 건강관리 요령,http://www.hidoc.co.kr/healthstory/news/C0000725271,http://www.hidoc.co.kr/healthstory/news/C0000725271,"10. 열, 복통, 설사, 구토 등의 <b>식중독</b>이나 전염병 증상이 있으면 즉시 병원이나 보건소에서 진료를 받도록 하고 작은 상처에도 평소보다 더 철저한 상처 소독이나 청결을 유지하도록 한다.","Wed, 17 Aug 2022 18:34:00 +0900"
19,"국산 팽이버섯, 북미시장 수출 더 어려워졌다",http://www.agrinet.co.kr/news/articleView.html?idxno=311720,http://www.agrinet.co.kr/news/articleView.html?idxno=311720,미 FDA는 이번 조치에 대해 한국산 팽이버섯에서 <b>식중독</b>균의 일종인 리스테리아균이 지속 검출됐다는 점을 이유로 들었다. 2020년 10월~2021년 9월 수입된 한국산 팽이버섯 43%에서 리스테리아균이 검출됐다는 것이다.... ,"Wed, 17 Aug 2022 18:34:00 +0900"
20,"[포토] 농협, '추석 농·축산물 수급대책 상황실'",http://www.edaily.co.kr/news/newspath.asp?newsid=04073766632428304,https://n.news.naver.com/mnews/article/018/0005294612?sid=100,"아울러 소비자가 안심하고 농·축산물을 구매할 수 있도록 전국 하나로마트를 대상으로 원산지, 유통기한 등 식품안전 특별점검을 실시하고, 추석 성수품을 수거해 <b>식중독</b>균, 중금속 등 안전검사도 집중 시행할 방침이다.... ","Wed, 17 Aug 2022 17:58:00 +0900"
21,"농협, 추석 기간‘농·축산물 수급대책 상황실’운영",https://www.farmnmarket.com/news/article.html?no=17895,https://www.farmnmarket.com/news/article.html?no=17895,"아울러 소비자가 안심하고 농·축산물을 구매할 수 있도록 전국 하나로마트를 대상으로 원산지, 유통기한 등 식품안전 특별점검을 실시하고, 추석 성수품을 수거해 <b>식중독</b>균, 중금속 등 안전검사도 집중 시행할 방침이다.... ","Wed, 17 Aug 2022 17:54:00 +0900"
22,"서울시교육청, 식품안전정보원과 '개구리 급식' 재발 막는다",http://www.safetimes.co.kr/news/articleView.html?idxno=113428,http://www.safetimes.co.kr/news/articleView.html?idxno=113428,"협약으로 두 기관은 이물질·<b>식중독</b> 사고 관련 사례, 통계정보를 토대로 학교 급식 안전사고를 예방하고 교직원들의 사고대응 능력을 향상시킬 수 있도록 협력체계를 구축한다. 학교보건진흥원은 학교급식 이물질 발견 시... ","Wed, 17 Aug 2022 17:20:00 +0900"
23,[단독] 학생 급식 민간에?...경기교육청 위탁급식 검토에 급식실 ‘발칵’,https://www.seoul.co.kr/news/newsView.php?id=20220817500164&wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003295139?sid=102,민간업체 위탁급식은 과거 집단 <b>식중독</b> 등 위생 문제가 불거지며 폐지된 바 있는데 급식실 종사자들은 이를... 1996년부터 2009년까지 학교급식법에 따라 운영됐으나 2006년 서울의 한 초등학교에서 집단 <b>식중독</b> 사태 등이... ,"Wed, 17 Aug 2022 17:10:00 +0900"
24,"창원특례시, 배달음식점 시·구 합동 특별점검 실시",https://www.viva100.com/main/view.php?key=20220817010004331,https://www.viva100.com/main/view.php?key=20220817010004331,"마스크, 위생모 착용 및 식품의 위생적 취급기준 준수 여부, 이물혼입(벌레, 머리카락, 금속 등) 방지 가이드라인 안내 및 배부, <b>식중독</b> 예방을 위한 주의사항 지도, 코로나19 재유행에 따른 방역수칙을 안내할 예정이다.... ","Wed, 17 Aug 2022 16:58:00 +0900"
25,"""개구리 급식 더는 안 돼""...식품안전정보원과 업무협약",http://www.babytimes.co.kr/news/articleView.html?idxno=59764,http://www.babytimes.co.kr/news/articleView.html?idxno=59764,"이번 협약을 통해 서울특별시교육청학교보건진흥원과 식품안전정보원은 식품안전정보 확산을 위한 협력체계를 구축, 이물질 및 <b>식중독</b> 사고와 관련한 사례 및 통계정보 등을 토대로 식품안전사고에 대한 사전 주의로... ","Wed, 17 Aug 2022 16:52:00 +0900"
26,"서울 폭우로 이재민 5103명…시, 임시거주지·구호금 등 지원 총력",https://www.news1.kr/articles/4775775,https://n.news.naver.com/mnews/article/421/0006282975?sid=102,"<b>식중독</b> 예방 등을 위한 식품 안전 관리 또한 실시했다. 시는 미귀가 이재민이 발생한 14개 자치구(동작구, 관악구 등)가 원활히 이재민 구호를 추진할 수 있도록 시 재난관리기금 구호계정을 통해 응급구호비 총... ","Wed, 17 Aug 2022 16:46:00 +0900"
27,"경북도, ‘추석 명절 축산물위생 특별점검’ 실시",http://www.kukinews.com/newsView/kuk202208170150,http://www.kukinews.com/newsView/kuk202208170150,"검사결과 <b>식중독</b>균 검출 등 부적합 판정 시 유통 중인 제품에 대한 신속한 회수 및 폐기조치 등으로 소비자 보호에 적극 대응할 계획이다. 아울러 위반사항이 적발된 업체에 대해서는 영업정지, 영업허가 취소, 과태료... ","Wed, 17 Aug 2022 16:32:00 +0900"
28,충남도 식중독 예방 캠페인 실시,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=674800,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=674800,"충남도는 17일 대천해수욕장에서 시·군, 관계기관과 여름 휴가철 <b>식중독</b> 예방 캠페인을 실시했다고 밝혔다.  충남도는 17일 대천해수욕장에서 시·군, 관계기관과 여름 휴가철 <b>식중독</b> 예방 캠페인을 실시했다고 밝혔다.... ","Wed, 17 Aug 2022 16:18:00 +0900"
29,"농협, 추석 기간'농·축산물 수급대책 상황실'운영",http://www.worktoday.co.kr/news/articleView.html?idxno=27808,http://www.worktoday.co.kr/news/articleView.html?idxno=27808,"아울러 소비자가 안심하고 농·축산물을 구매할 수 있도록 전국 하나로마트를 대상으로 원산지, 유통기한 등 식품안전 특별점검을 실시하고, 추석 성수품을 수거해 <b>식중독</b>균, 중금속 등 안전검사도 집중 시행할... ","Wed, 17 Aug 2022 16:10:00 +0900"
30,"농협, 추석 기간 '농·축산물 수급대책 상황실' 운영",http://www.discoverynews.kr/news/articleView.html?idxno=858996,http://www.discoverynews.kr/news/articleView.html?idxno=858996,"아울러 소비자가 안심하고 농·축산물을 구매할 수 있도록 전국 하나로마트를 대상으로 원산지, 유통기한 등 식품안전 특별점검을 실시하고, 추석 성수품을 수거해 <b>식중독</b>균, 중금속 등 안전검사도 집중 시행할 방침이다.... ","Wed, 17 Aug 2022 15:58:00 +0900"
31,"서산시, 서산6쪽마늘 판로 다각화로 8억 매출",http://www.shinailbo.co.kr/news/articleView.html?idxno=1587837,http://www.shinailbo.co.kr/news/articleView.html?idxno=1587837,"한편, 서산6쪽마늘은 한국식품연구원 분석결과 알리신 함량이 풍부해 수막염이나 <b>식중독</b>을 일으키는 유해균에 대한 항암, 향균효과가 탁월한 것으로 나타났으며 쪽수가 6~8쪽으로 고르고 알이 단단해 장기간 저장이... ","Wed, 17 Aug 2022 15:54:00 +0900"
32,'보수 10억' 강희석의 이마트 '쿠키 논란' 이어 '유통기한'까지 어긴 사연,https://www.techm.kr/news/articleView.html?idxno=100593,https://www.techm.kr/news/articleView.html?idxno=100593,"지난 2020년 11월에도 이마트 에브리데이 동탄호수공원점에서 성주점과 유사한 일이 발생, 벌금을 부과받았고 이보다 한달 전 이른바 &apos;이천하이닉스 <b>식중독</b> 사태&apos; 탓에 이마트 산하 신세계푸드가 10억원이라는 상당한... ","Wed, 17 Aug 2022 15:48:00 +0900"
33,여름 휴가철 식중독 예방 캠페인 실시,https://www.ccdailynews.com/news/articleView.html?idxno=2148776,https://www.ccdailynews.com/news/articleView.html?idxno=2148776,"▲ 여름휴가철<b>식중독</b>예방캠페인전개 충남도는 17일 대천해수욕장에서 시군, 관계기관과 여름 휴가철 <b>식중독</b> 예방 캠페인을 실시했다. 캠페인은 해수욕장 방문객과 주변 음식점을 대상으로 <b>식중독</b> 예방문구가 담긴... ","Wed, 17 Aug 2022 15:42:00 +0900"
34,"'이재민 일상복귀 총력' 서울시, 폭우 피해 시민에 총체적 지원 추진",http://www.enewstoday.co.kr/news/articleView.html?idxno=1591576,http://www.enewstoday.co.kr/news/articleView.html?idxno=1591576,"대해 <b>식중독</b> 예방 등을 위한 식품 안전 관리를 실시했다. 더불어 서울시는 미귀가 이재민이 발생한 14개 자치구(동작구, 관악구 등)가 원활히 이재민 구호를 추진할 수 있도록 시 재난관리기금 구호계정을 통해... ","Wed, 17 Aug 2022 15:35:00 +0900"
35,"경북도, ‘축산물위생 특별점검’ 실시",http://www.kbsm.net/news/view.php?idx=360515,http://www.kbsm.net/news/view.php?idx=360515,"아울러, 포장육, 햄, 소시지 등 선물용으로 수요가 증가하는 축산물가공품에 대해 수거검사를 실시하며, <b>식중독</b>균 검출 등 부적합 판정 시 유통 중인 제품에 대한 신속한 회수 및 폐기조치 등으로 소비자 보호에 적극... ","Wed, 17 Aug 2022 15:20:00 +0900"
36,"서산시, 서산6쪽마늘 판로 다각화 '성과'",https://www.gukjenews.com/news/articleView.html?idxno=2530728,https://www.gukjenews.com/news/articleView.html?idxno=2530728,"한편, 서산6쪽마늘은 한국식품연구원 분석결과 알리신 함량이 풍부해 수막염이나 <b>식중독</b>을 일으키는 유해균에 대한 항암, 향균효과가 탁월한 것으로 나타났으며 쪽수가 6~8쪽으로 고르고 알이 단단해 장기간 저장이... ","Wed, 17 Aug 2022 15:04:00 +0900"
37,"서산시, 6쪽마늘 판로 다각화로 성과 톡톡",http://www.jbnews.com/news/articleView.html?idxno=1368618,http://www.jbnews.com/news/articleView.html?idxno=1368618,"한편, 서산6쪽마늘은 한국식품연구원 분석결과 알리신 함량이 풍부해 수막염이나 <b>식중독</b>을 일으키는 유해균에 대한 항암, 향균효과가 탁월한 것으로 나타났으며 쪽수가 6~8쪽으로 고르고 알이 단단해 장기간 저장이... ","Wed, 17 Aug 2022 15:00:00 +0900"
38,"""학교 급식 사고 예방""…서울시교육청-식품안전정보원 업무협약",http://www.newspim.com/news/view/20220817000721,http://www.newspim.com/news/view/20220817000721,2022.05.02 photo@newspim.com 이번 협약으로 학교보건진흥원과 식품안전정보원은 식품안전정보 확산을 위한 협력체계를 구축해 이물질 및 <b>식중독</b> 사고와 관련한 사례 및 통계정보 등을 토대로 식품안전사고에 대한 사전... ,"Wed, 17 Aug 2022 14:34:00 +0900"
39,서울시교육청-식품안전정보원 업무협약 체결,http://kor.theasian.asia/archives/320763,http://kor.theasian.asia/archives/320763,"이번 협약을 통하여 서울특별시교육청학교보건진흥원과 식품안전정보원은 식품안전정보 확산을 위한 협력체계를 구축하여, 이물질 및 <b>식중독</b> 사고와 관련한 사례 및 통계정보 등을 토대로 식품안전사고에 대한 사전... ","Wed, 17 Aug 2022 14:18:00 +0900"
40,"[영동소식] 교육지원청, 학교급식 관계자 연수 등",http://www.newsis.com/view/?id=NISX20220817_0001981152&cID=10899&pID=10800,https://n.news.naver.com/mnews/article/003/0011367883?sid=102,"연수는 이선영 중앙대학교 교수의 &apos;학교 급식 위생관리&apos;에 관한 강의를 통해 <b>식중독</b> 개념 및 예방법, 미생물에 대한 이해도를 높여주는 프로그램으로 진행됐다. 또 행복찾기센터 이애자 강사의 &apos;펀(fun)으로 내 인생을... ","Wed, 17 Aug 2022 14:17:00 +0900"
41,집중호우 피해복구 꼭 해야할 것 3가지,http://aftertherain.kr/?b=83379,http://aftertherain.kr/?b=83379,최근 기록적인 폭우로 식재료 오염에 의한 <b>식중독</b> 발생 위험이 높아지고 있어 특별한 주의가 필요합니다. 또한 이번 수해 후 감염병 예방을 위해 청소와 소독이 중요한데요 소독과 방역 및 장마철 <b>식중독</b> 예방... ,"Wed, 17 Aug 2022 14:14:00 +0900"
42,서산시 ‘6쪽마늘’ 판로 다각화 농가소득 증대 나서,https://www.news1.kr/articles/4775469,https://n.news.naver.com/mnews/article/421/0006282319?sid=102,"한편 서산6쪽마늘은 한국식품연구원 분석 결과 알리신 함량이 풍부해 수막염이나 <b>식중독</b>을 일으키는 유해균에 대한 항암, 향균효과가 탁월한 것으로 나타났으며 쪽수가 6~8쪽으로 고르고 알이 단단해 장기간 저장이... ","Wed, 17 Aug 2022 14:02:00 +0900"
43,"서울시교육청-식품안전정보원, 안전한 학교급식 위해 업무협약 체결",http://www.metroseoul.co.kr/article/20220817500331,http://www.metroseoul.co.kr/article/20220817500331,이번 협약을 통해 서울시교육청학교보건진흥원과 식품안전정보원은 식품안전정보 확산을 위한 협력체계를 구축한 뒤 이물질 및 <b>식중독</b> 사고와 관련한 사례 및 통계정보 등을 토대로 식품안전사고에 대한 사전 주의로... ,"Wed, 17 Aug 2022 14:02:00 +0900"
44,"영동교육청, 학교급식 관계자 연수",https://www.inews365.com/news/article.html?no=727640,https://www.inews365.com/news/article.html?no=727640,"이 교수는 <b>식중독</b> 개념과 예방법, 미생물에 관한 이해도를 높이는 강연으로 참석자들의 호응을 얻었다. 또... 박 교육장은 &quot;<b>식중독</b> 예방과 안전한 급식을 제공하고자 이번 연수를 개최했다&quot;며 &quot;모두가 신뢰하는... ","Wed, 17 Aug 2022 13:30:00 +0900"
45,"서울시교육청, 안전한 급식 환경 위해 식품안전정보원과 MOU체결",https://www.asiatoday.co.kr/view.php?key=20220817010010045,https://www.asiatoday.co.kr/view.php?key=20220817010010045,"두 기관은 이번 협약을 통해 식품안전정보 확산을 위한 협력체계를 구축해 이물질 및 <b>식중독</b> 사고와 관련한 사례 및 통계정보 등을 토대로 식품안전사고에 대한 사전 주의로 안전사고를 예방하고, 교직원들의 신속한... ","Wed, 17 Aug 2022 13:18:00 +0900"
46,서산6쪽마늘 판로 다각화 성과 '톡톡',http://www.daejonilbo.com/news/articleView.html?idxno=2018844,https://n.news.naver.com/mnews/article/656/0000022783?sid=102,"한편, 서산6쪽마늘은 한국식품연구원 분석결과 알리신 함량이 풍부해 수막염이나 <b>식중독</b>을 일으키는 유해균에 대한 항암, 향균효과가 탁월한 것으로 나타났으며, 쪽수가 6-8쪽으로 고르고 알이 단단해 장기간 저장이... ","Wed, 17 Aug 2022 13:12:00 +0900"
47,서울시교육청-식품안전정보원 업무협약…학교급식 안전 강화,https://www.yna.co.kr/view/AKR20220817028600530?input=1195m,https://n.news.naver.com/mnews/article/001/0013380207?sid=102,협약에 따라 두 기관은 이물질·<b>식중독</b> 사고 사례와 통계정보 등을 바탕으로 식품 안전사고를 예방하고 교직원의 사고대응 능력을 강화하는 데 힘쓰기로 했다. 임영식 학교보건진흥원장은 &quot;이번 협약 체결로 학생과 시민... ,"Wed, 17 Aug 2022 12:01:00 +0900"
48,잇따른 급식 이물질 사고에…서울교육청·식품안전정보원 업무협약,https://www.news1.kr/articles/4774927,https://n.news.naver.com/mnews/article/421/0006281987?sid=102,"이번 협약으로 두 기관은 이물질·<b>식중독</b> 사고 관련 사례, 통계정보를 토대로 학교 급식 안전사고를 예방하고 교직원들의 사고대응 능력을 향상시킬 수 있도록 협력체계를 구축한다. 이와 함께 학교보건진흥원은 학교급식... ","Wed, 17 Aug 2022 12:00:00 +0900"
49,[날씨] 울산 낮까지 20~50mm 비…식중독지수 ‘위험’,https://news.kbs.co.kr/news/view.do?ncd=5534916&amp;ref=A,https://n.news.naver.com/mnews/article/056/0011322346?sid=103,,"Wed, 17 Aug 2022 11:59:00 +0900"
50,영동교육지원청 2022. 학교급식 관계자 연수 개최,http://www.bzeronews.com/news/articleView.html?idxno=526946,http://www.bzeronews.com/news/articleView.html?idxno=526946,이날 연수에서는 중앙대학교 이선영 교수의 「학교급식 위생관리」에 관한 강의를 통해 <b>식중독</b> 개념 및... 영동교육지원청 관계자는 &quot;<b>식중독</b> 예방 및 안전한 급식을 제공하여 위생적이고 만족도 높은 급식을 제공하고자... ,"Wed, 17 Aug 2022 11:18:00 +0900"
51,서산6쪽마늘 판로 다각화 ··· 매출 성과 '톡톡',http://www.ggilbo.com/news/articleView.html?idxno=928954,http://www.ggilbo.com/news/articleView.html?idxno=928954,"한편, 서산6쪽마늘은 한국식품연구원 분석결과 알리신 함량이 풍부해 수막염이나 <b>식중독</b>을 일으키는 유해균에 대한 항암, 향균효과가 탁월한 것으로 나타났으며 마늘 쪽수가 6~8쪽으로 고르고 알이 단단해 장기간... ","Wed, 17 Aug 2022 11:06:00 +0900"
52,"서산시, 6쪽마늘 '판로 다각화' 매출 성과 ",https://www.ccdailynews.com/news/articleView.html?idxno=2148573,https://www.ccdailynews.com/news/articleView.html?idxno=2148573,"서산6쪽마늘은 한국식품연구원 분석결과 알리신 함량이 풍부해 수막염이나 <b>식중독</b>을 일으키는 유해균에 대한 항암, 향균효과가 탁월한 것으로 나타났으며 쪽수가 6~8쪽으로 고르고 알이 단단해 장기간 저장이 가능한... ","Wed, 17 Aug 2022 10:52:00 +0900"
53,나주시 ‘장내 기생충 감염’ 양성자 치료제 무상 투약,http://www.skyedaily.com/news/news_view.html?ID=164606,http://www.skyedaily.com/news/news_view.html?ID=164606,"서현승 나주시보건소장은 “장내 기생충 질환 예방을 위해 민물고기를 날 것이 아닌 충분히 익혀 섭취하고 칼, 도마 등 주방용품은 10초 이상 가열 후 사용해주길 바란다”며 “여름철 <b>식중독</b> 예방 등 시민의 건강... ","Wed, 17 Aug 2022 10:32:00 +0900"
54,서산6쪽마늘 판로 다각화로 매출 8억 성과!,http://www.newstnt.com/news/articleView.html?idxno=223362,http://www.newstnt.com/news/articleView.html?idxno=223362,"한편, 서산6쪽마늘은 한국식품연구원 분석결과 알리신 함량이 풍부해 수막염이나 <b>식중독</b>을 일으키는 유해균에 대한 항암, 향균효과가 탁월한 것으로 나타났으며 쪽수가 6~8쪽으로 고르고 알이 단단해 장기간 저장이... ","Wed, 17 Aug 2022 10:32:00 +0900"
55,"충남 서산시, 서산6쪽마늘 판로 개척 다각화 전략 추진",http://www.newsfreezone.co.kr/news/articleView.html?idxno=400970,http://www.newsfreezone.co.kr/news/articleView.html?idxno=400970,"한편, 서산6쪽마늘은 한국식품연구원 분석결과 알리신 함량이 풍부해 수막염이나 <b>식중독</b>을 일으키는 유해균에 대한 항암, 향균효과가 탁월한 것으로 나타났으며, 쪽수가 6~8쪽으로 고르고 알이 단단해 장기간 저장이... ","Wed, 17 Aug 2022 10:30:00 +0900"
56,"서산시, 6쪽마늘 판로 다각화로 매출 '쑥쑥'",https://www.jeonmae.co.kr/news/articleView.html?idxno=909165,https://www.jeonmae.co.kr/news/articleView.html?idxno=909165,"한편 서산6쪽마늘은 한국식품연구원 분석결과 알리신 함량이 풍부해 수막염이나 <b>식중독</b>을 일으키는 유해균에 대한 항암, 향균효과가 탁월한 것으로 나타났으며 쪽수가 6~8쪽으로 고르고 알이 단단해 장기간 저장이... ","Wed, 17 Aug 2022 10:12:00 +0900"
